StockCode,PriceFactor,SimulatedPrice,SimulatedQuantity,SimulatedRevenue
15044B,0.8,2.3600000000000003,15,35.400000000000006
15044B,0.8200000000000001,2.4190000000000005,13,31.447000000000006
15044B,0.8400000000000001,2.478,11,27.258000000000003
15044B,0.86,2.537,10,25.369999999999997
15044B,0.88,2.596,8,20.768
15044B,0.9,2.6550000000000002,7,18.585
15044B,0.92,2.7140000000000004,6,16.284000000000002
15044B,0.9400000000000001,2.773,6,16.638
15044B,0.96,2.832,5,14.16
15044B,0.98,2.891,4,11.564
15044B,1.0,2.95,4,11.8
15044B,1.02,3.0090000000000003,3,9.027000000000001
15044B,1.04,3.0680000000000005,3,9.204
15044B,1.06,3.1270000000000002,2,6.2540000000000004
15044B,1.08,3.1860000000000004,2,6.372000000000001
15044B,1.1,3.2450000000000006,2,6.490000000000001
15044B,1.12,3.3040000000000007,2,6.608000000000001
15044B,1.1400000000000001,3.3630000000000004,1,3.3630000000000004
15044B,1.16,3.422,1,3.422
15044B,1.18,3.481,1,3.481
15044B,1.2,3.54,1,3.54
15044C,0.8,2.3600000000000003,14,33.040000000000006
15044C,0.8200000000000001,2.4190000000000005,12,29.028000000000006
15044C,0.8400000000000001,2.478,10,24.78
15044C,0.86,2.537,9,22.833
15044C,0.88,2.596,7,18.172
15044C,0.9,2.6550000000000002,6,15.930000000000001
15044C,0.92,2.7140000000000004,6,16.284000000000002
15044C,0.9400000000000001,2.773,5,13.865
15044C,0.96,2.832,4,11.328
15044C,0.98,2.891,4,11.564
15044C,1.0,2.95,3,8.850000000000001
15044C,1.02,3.0090000000000003,3,9.027000000000001
15044C,1.04,3.0680000000000005,2,6.136000000000001
15044C,1.06,3.1270000000000002,2,6.2540000000000004
15044C,1.08,3.1860000000000004,2,6.372000000000001
15044C,1.1,3.2450000000000006,2,6.490000000000001
15044C,1.12,3.3040000000000007,1,3.3040000000000007
15044C,1.1400000000000001,3.3630000000000004,1,3.3630000000000004
15044C,1.16,3.422,1,3.422
15044C,1.18,3.481,1,3.481
15044C,1.2,3.54,1,3.54
15044D,0.8,2.3939104477611943,12,28.726925373134332
15044D,0.8200000000000001,2.4537582089552243,10,24.537582089552245
15044D,0.8400000000000001,2.513605970149254,9,22.622453731343285
15044D,0.86,2.5734537313432835,8,20.587629850746268
15044D,0.88,2.6333014925373135,7,18.433110447761194
15044D,0.9,2.6931492537313435,6,16.15889552238806
15044D,0.92,2.7529970149253735,6,16.51798208955224
15044D,0.9400000000000001,2.812844776119403,5,14.064223880597016
15044D,0.96,2.8726925373134327,5,14.363462686567164
15044D,0.98,2.9325402985074627,4,11.73016119402985
15044D,1.0,2.9923880597014927,4,11.96955223880597
15044D,1.02,3.0522358208955227,3,9.156707462686569
15044D,1.04,3.1120835820895527,3,9.336250746268657
15044D,1.06,3.1719313432835823,3,9.515794029850747
15044D,1.08,3.2317791044776123,2,6.463558208955225
15044D,1.1,3.2916268656716423,2,6.583253731343285
15044D,1.12,3.3514746268656723,2,6.702949253731345
15044D,1.1400000000000001,3.411322388059702,2,6.822644776119404
15044D,1.16,3.4711701492537315,2,6.942340298507463
15044D,1.18,3.531017910447761,1,3.531017910447761
15044D,1.2,3.590865671641791,1,3.590865671641791
15056BL,0.8,4.762214285714286,5,23.81107142857143
15056BL,0.8200000000000001,4.881269642857144,4,19.525078571428576
15056BL,0.8400000000000001,5.000325000000001,4,20.001300000000004
15056BL,0.86,5.119380357142858,4,20.477521428571432
15056BL,0.88,5.238435714285715,4,20.95374285714286
15056BL,0.9,5.357491071428572,3,16.072473214285715
15056BL,0.92,5.476546428571429,3,16.429639285714288
15056BL,0.9400000000000001,5.595601785714287,3,16.78680535714286
15056BL,0.96,5.714657142857143,3,17.14397142857143
15056BL,0.98,5.833712500000001,2,11.667425000000001
15056BL,1.0,5.952767857142858,2,11.905535714285715
15056BL,1.02,6.071823214285715,2,12.14364642857143
15056BL,1.04,6.190878571428573,2,12.381757142857145
15056BL,1.06,6.3099339285714295,2,12.619867857142859
15056BL,1.08,6.4289892857142865,2,12.857978571428573
15056BL,1.1,6.548044642857144,2,13.096089285714289
15056BL,1.12,6.667100000000001,2,13.334200000000003
15056BL,1.1400000000000001,6.786155357142858,1,6.786155357142858
15056BL,1.16,6.905210714285714,1,6.905210714285714
15056BL,1.18,7.024266071428571,1,7.024266071428571
15056BL,1.2,7.143321428571429,1,7.143321428571429
15056N,0.8,4.778083333333334,6,28.6685
15056N,0.8200000000000001,4.897535416666667,6,29.3852125
15056N,0.8400000000000001,5.016987500000001,5,25.084937500000002
15056N,0.86,5.136439583333333,4,20.545758333333332
15056N,0.88,5.255891666666667,4,21.023566666666667
15056N,0.9,5.37534375,4,21.501375
15056N,0.92,5.494795833333334,3,16.4843875
15056N,0.9400000000000001,5.614247916666667,3,16.84274375
15056N,0.96,5.7337,3,17.2011
15056N,0.98,5.853152083333334,2,11.706304166666667
15056N,1.0,5.972604166666667,2,11.945208333333333
15056N,1.02,6.09205625,2,12.1841125
15056N,1.04,6.211508333333334,2,12.423016666666667
15056N,1.06,6.330960416666667,2,12.661920833333333
15056N,1.08,6.4504125000000005,1,6.4504125000000005
15056N,1.1,6.569864583333334,1,6.569864583333334
15056N,1.12,6.6893166666666675,1,6.6893166666666675
15056N,1.1400000000000001,6.8087687500000005,1,6.8087687500000005
15056N,1.16,6.928220833333333,1,6.928220833333333
15056N,1.18,7.0476729166666665,1,7.0476729166666665
15056N,1.2,7.1671249999999995,1,7.1671249999999995
15056P,0.8,4.7943999999999996,4,19.177599999999998
15056P,0.8200000000000001,4.91426,4,19.65704
15056P,0.8400000000000001,5.03412,4,20.13648
15056P,0.86,5.15398,3,15.461939999999998
15056P,0.88,5.27384,3,15.82152
15056P,0.9,5.3937,3,16.1811
15056P,0.92,5.51356,3,16.540680000000002
15056P,0.9400000000000001,5.63342,3,16.90026
15056P,0.96,5.753279999999999,2,11.506559999999999
15056P,0.98,5.873139999999999,2,11.746279999999999
15056P,1.0,5.992999999999999,2,11.985999999999999
15056P,1.02,6.1128599999999995,2,12.225719999999999
15056P,1.04,6.23272,2,12.46544
15056P,1.06,6.35258,2,12.70516
15056P,1.08,6.47244,2,12.94488
15056P,1.1,6.5923,1,6.5923
15056P,1.12,6.71216,1,6.71216
15056P,1.1400000000000001,6.83202,1,6.83202
15056P,1.16,6.951879999999999,1,6.951879999999999
15056P,1.18,7.071739999999999,1,7.071739999999999
15056P,1.2,7.191599999999999,1,7.191599999999999
15058A,0.8,6.36,4,25.44
15058A,0.8200000000000001,6.519000000000001,4,26.076000000000004
15058A,0.8400000000000001,6.678000000000001,3,20.034000000000002
15058A,0.86,6.837,3,20.511
15058A,0.88,6.996,3,20.988
15058A,0.9,7.155,2,14.31
15058A,0.92,7.314,2,14.628
15058A,0.9400000000000001,7.473000000000001,2,14.946000000000002
15058A,0.96,7.632,2,15.264
15058A,0.98,7.791,1,7.791
15058A,1.0,7.95,1,7.95
15058A,1.02,8.109,1,8.109
15058A,1.04,8.268,1,8.268
15058A,1.06,8.427000000000001,1,8.427000000000001
15058A,1.08,8.586,1,8.586
15058A,1.1,8.745000000000001,1,8.745000000000001
15058A,1.12,8.904000000000002,1,8.904000000000002
15058A,1.1400000000000001,9.063,0,0.0
15058A,1.16,9.222,0,0.0
15058A,1.18,9.381,0,0.0
15058A,1.2,9.54,0,0.0
15058B,0.8,6.360000000000001,5,31.800000000000004
15058B,0.8200000000000001,6.519000000000001,4,26.076000000000004
15058B,0.8400000000000001,6.678000000000002,4,26.712000000000007
15058B,0.86,6.837000000000001,3,20.511000000000003
15058B,0.88,6.996000000000001,3,20.988000000000003
15058B,0.9,7.155000000000001,2,14.310000000000002
15058B,0.92,7.314000000000001,2,14.628000000000002
15058B,0.9400000000000001,7.473000000000002,2,14.946000000000003
15058B,0.96,7.632000000000001,2,15.264000000000001
15058B,0.98,7.791000000000001,2,15.582000000000003
15058B,1.0,7.950000000000001,1,7.950000000000001
15058B,1.02,8.109000000000002,1,8.109000000000002
15058B,1.04,8.268,1,8.268
15058B,1.06,8.427000000000001,1,8.427000000000001
15058B,1.08,8.586000000000002,1,8.586000000000002
15058B,1.1,8.745000000000001,1,8.745000000000001
15058B,1.12,8.904000000000002,1,8.904000000000002
15058B,1.1400000000000001,9.063000000000002,1,9.063000000000002
15058B,1.16,9.222000000000001,0,0.0
15058B,1.18,9.381,0,0.0
15058B,1.2,9.540000000000001,0,0.0
15058C,0.8,5.293333333333334,7,37.053333333333335
15058C,0.8200000000000001,5.425666666666667,7,37.979666666666674
15058C,0.8400000000000001,5.558000000000001,6,33.348000000000006
15058C,0.86,5.690333333333333,6,34.141999999999996
15058C,0.88,5.8226666666666675,6,34.93600000000001
15058C,0.9,5.955000000000001,5,29.775000000000006
15058C,0.92,6.087333333333334,5,30.43666666666667
15058C,0.9400000000000001,6.219666666666668,5,31.09833333333334
15058C,0.96,6.352,4,25.408
15058C,0.98,6.484333333333334,4,25.937333333333335
15058C,1.0,6.616666666666667,4,26.46666666666667
15058C,1.02,6.7490000000000006,4,26.996000000000002
15058C,1.04,6.881333333333334,4,27.525333333333336
15058C,1.06,7.013666666666667,4,28.05466666666667
15058C,1.08,7.146000000000001,3,21.438000000000002
15058C,1.1,7.278333333333334,3,21.835
15058C,1.12,7.410666666666668,3,22.232000000000003
15058C,1.1400000000000001,7.543000000000001,3,22.629000000000005
15058C,1.16,7.675333333333334,3,23.026
15058C,1.18,7.807666666666667,3,23.423000000000002
15058C,1.2,7.94,3,23.82
15060B,0.8,3.072791208791209,9,27.65512087912088
15060B,0.8200000000000001,3.149610989010989,8,25.196887912087913
15060B,0.8400000000000001,3.226430769230769,7,22.58501538461538
15060B,0.86,3.303250549450549,6,19.819503296703292
15060B,0.88,3.380070329670329,6,20.280421978021977
15060B,0.9,3.4568901098901095,5,17.284450549450547
15060B,0.92,3.53370989010989,4,14.13483956043956
15060B,0.9400000000000001,3.61052967032967,4,14.44211868131868
15060B,0.96,3.68734945054945,4,14.7493978021978
15060B,0.98,3.7641692307692303,3,11.29250769230769
15060B,1.0,3.8409890109890106,3,11.522967032967031
15060B,1.02,3.917808791208791,3,11.753426373626372
15060B,1.04,3.994628571428571,2,7.989257142857142
15060B,1.06,4.0714483516483515,2,8.142896703296703
15060B,1.08,4.148268131868131,2,8.296536263736263
15060B,1.1,4.225087912087912,2,8.450175824175824
15060B,1.12,4.301907692307692,2,8.603815384615384
15060B,1.1400000000000001,4.378727472527473,1,4.378727472527473
15060B,1.16,4.455547252747252,1,4.455547252747252
15060B,1.18,4.5323670329670325,1,4.5323670329670325
15060B,1.2,4.609186813186812,1,4.609186813186812
16008,0.8,0.1104,57,6.2928
16008,0.8200000000000001,0.11316,52,5.88432
16008,0.8400000000000001,0.11592,48,5.564159999999999
16008,0.86,0.11867999999999998,43,5.1032399999999996
16008,0.88,0.12143999999999999,40,4.8576
16008,0.9,0.12419999999999999,36,4.4712
16008,0.92,0.12696,33,4.18968
16008,0.9400000000000001,0.12972,31,4.02132
16008,0.96,0.13248,28,3.70944
16008,0.98,0.13523999999999997,26,3.5162399999999994
16008,1.0,0.13799999999999998,24,3.3119999999999994
16008,1.02,0.14076,22,3.09672
16008,1.04,0.14351999999999998,21,3.0139199999999997
16008,1.06,0.14628,19,2.77932
16008,1.08,0.14904,18,2.68272
16008,1.1,0.1518,17,2.5806
16008,1.12,0.15456,15,2.3184
16008,1.1400000000000001,0.15732,14,2.20248
16008,1.16,0.16007999999999997,13,2.08104
16008,1.18,0.16283999999999998,12,1.9540799999999998
16008,1.2,0.16559999999999997,12,1.9871999999999996
16014,0.8,0.33422222222222225,18,6.016000000000001
16014,0.8200000000000001,0.3425777777777778,18,6.1664
16014,0.8400000000000001,0.3509333333333334,18,6.316800000000001
16014,0.86,0.3592888888888889,17,6.107911111111111
16014,0.88,0.3676444444444445,17,6.249955555555556
16014,0.9,0.37600000000000006,17,6.392000000000001
16014,0.92,0.3843555555555556,17,6.534044444444445
16014,0.9400000000000001,0.3927111111111112,16,6.283377777777779
16014,0.96,0.4010666666666667,16,6.417066666666667
16014,0.98,0.40942222222222224,16,6.550755555555556
16014,1.0,0.4177777777777778,16,6.684444444444445
16014,1.02,0.42613333333333336,15,6.392
16014,1.04,0.4344888888888889,15,6.517333333333334
16014,1.06,0.4428444444444445,15,6.642666666666667
16014,1.08,0.45120000000000005,15,6.768000000000001
16014,1.1,0.4595555555555556,15,6.893333333333334
16014,1.12,0.46791111111111117,15,7.018666666666667
16014,1.1400000000000001,0.4762666666666667,14,6.667733333333334
16014,1.16,0.48462222222222223,14,6.784711111111111
16014,1.18,0.4929777777777778,14,6.901688888888889
16014,1.2,0.5013333333333333,14,7.018666666666666
16015,0.8,0.3949090909090909,19,7.503272727272726
16015,0.8200000000000001,0.4047818181818182,18,7.286072727272727
16015,0.8400000000000001,0.41465454545454544,18,7.463781818181818
16015,0.86,0.4245272727272727,17,7.216963636363636
16015,0.88,0.43439999999999995,16,6.950399999999999
16015,0.9,0.44427272727272726,15,6.664090909090909
16015,0.92,0.4541454545454545,15,6.812181818181818
16015,0.9400000000000001,0.46401818181818183,14,6.496254545454546
16015,0.96,0.47389090909090903,14,6.634472727272726
16015,0.98,0.48376363636363634,13,6.288927272727272
16015,1.0,0.4936363636363636,13,6.417272727272727
16015,1.02,0.5035090909090909,12,6.042109090909091
16015,1.04,0.5133818181818182,12,6.160581818181818
16015,1.06,0.5232545454545454,11,5.7558
16015,1.08,0.5331272727272727,11,5.8644
16015,1.1,0.543,11,5.973000000000001
16015,1.12,0.5528727272727273,10,5.528727272727273
16015,1.1400000000000001,0.5627454545454545,10,5.627454545454546
16015,1.16,0.5726181818181817,10,5.726181818181817
16015,1.18,0.5824909090909091,9,5.242418181818182
16015,1.2,0.5923636363636363,9,5.331272727272727
16016,0.8,0.6782372881355933,9,6.104135593220339
16016,0.8200000000000001,0.6951932203389831,10,6.951932203389831
16016,0.8400000000000001,0.7121491525423729,10,7.121491525423728
16016,0.86,0.7291050847457626,10,7.291050847457626
16016,0.88,0.7460610169491525,10,7.460610169491525
16016,0.9,0.7630169491525424,10,7.6301694915254235
16016,0.92,0.7799728813559322,11,8.579701694915254
16016,0.9400000000000001,0.796928813559322,11,8.766216949152541
16016,0.96,0.8138847457627117,11,8.952732203389829
16016,0.98,0.8308406779661016,11,9.139247457627118
16016,1.0,0.8477966101694915,11,9.325762711864407
16016,1.02,0.8647525423728813,12,10.377030508474576
16016,1.04,0.8817084745762712,12,10.580501694915254
16016,1.06,0.898664406779661,12,10.783972881355933
16016,1.08,0.9156203389830508,12,10.98744406779661
16016,1.1,0.9325762711864407,12,11.19091525423729
16016,1.12,0.9495322033898306,13,12.343918644067797
16016,1.1400000000000001,0.9664881355932204,13,12.564345762711866
16016,1.16,0.9834440677966101,13,12.78477288135593
16016,1.18,1.0004,13,13.005199999999999
16016,1.2,1.0173559322033898,13,13.225627118644068
16048,0.8,0.10599999999999998,37,3.9219999999999993
16048,0.8200000000000001,0.10865,36,3.9114
16048,0.8400000000000001,0.1113,34,3.7842
16048,0.86,0.11394999999999998,33,3.7603499999999994
16048,0.88,0.11659999999999998,32,3.7311999999999994
16048,0.9,0.11924999999999998,31,3.6967499999999993
16048,0.92,0.12189999999999998,30,3.6569999999999996
16048,0.9400000000000001,0.12455,29,3.6119499999999998
16048,0.96,0.12719999999999998,28,3.5615999999999994
16048,0.98,0.12984999999999997,27,3.505949999999999
16048,1.0,0.13249999999999998,26,3.4449999999999994
16048,1.02,0.13515,26,3.5138999999999996
16048,1.04,0.13779999999999998,25,3.4449999999999994
16048,1.06,0.14045,24,3.3708
16048,1.08,0.14309999999999998,24,3.4343999999999992
16048,1.1,0.14575,23,3.3522499999999997
16048,1.12,0.1484,22,3.2648
16048,1.1400000000000001,0.15105,22,3.3230999999999997
16048,1.16,0.15369999999999998,21,3.2276999999999996
16048,1.18,0.15634999999999996,21,3.283349999999999
16048,1.2,0.15899999999999997,20,3.1799999999999997
16052,0.8,0.26239999999999997,28,7.347199999999999
16052,0.8200000000000001,0.26896,28,7.53088
16052,0.8400000000000001,0.27552,28,7.71456
16052,0.86,0.28207999999999994,28,7.898239999999999
16052,0.88,0.28863999999999995,28,8.081919999999998
16052,0.9,0.29519999999999996,28,8.2656
16052,0.92,0.30176,28,8.44928
16052,0.9400000000000001,0.30832,28,8.632959999999999
16052,0.96,0.31487999999999994,28,8.816639999999998
16052,0.98,0.32143999999999995,28,9.000319999999999
16052,1.0,0.32799999999999996,28,9.184
16052,1.02,0.33455999999999997,28,9.36768
16052,1.04,0.34112,28,9.551359999999999
16052,1.06,0.34768,28,9.73504
16052,1.08,0.35424,28,9.91872
16052,1.1,0.3608,28,10.1024
16052,1.12,0.36735999999999996,28,10.286079999999998
16052,1.1400000000000001,0.37392,28,10.469759999999999
16052,1.16,0.38047999999999993,28,10.653439999999998
16052,1.18,0.38703999999999994,28,10.837119999999999
16052,1.2,0.39359999999999995,28,11.020799999999998
16156S,0.8,0.3345276073619632,65,21.744294478527607
16156S,0.8200000000000001,0.3428907975460123,59,20.230557055214728
16156S,0.8400000000000001,0.3512539877300614,53,18.616461349693253
16156S,0.86,0.3596171779141104,49,17.62124171779141
16156S,0.88,0.3679803680981595,44,16.191136196319018
16156S,0.9,0.3763435582822086,41,15.430085889570552
16156S,0.92,0.3847067484662577,37,14.234149693251535
16156S,0.9400000000000001,0.39306993865030676,34,13.36437791411043
16156S,0.96,0.40143312883435583,32,12.845860122699387
16156S,0.98,0.4097963190184049,29,11.884093251533743
16156S,1.0,0.418159509202454,27,11.290306748466257
16156S,1.02,0.42652269938650306,25,10.663067484662577
16156S,1.04,0.43488588957055213,23,10.0023754601227
16156S,1.06,0.44324907975460126,21,9.308230674846627
16156S,1.08,0.45161226993865033,20,9.032245398773007
16156S,1.1,0.4599754601226994,18,8.279558282208589
16156S,1.12,0.4683386503067485,17,7.961757055214724
16156S,1.1400000000000001,0.4767018404907976,16,7.627229447852762
16156S,1.16,0.4850650306748466,15,7.275975460122699
16156S,1.18,0.49342822085889565,14,6.907995092024539
16156S,1.2,0.5017914110429448,13,6.523288343558282
16207B,0.8,2.2293333333333334,1,2.2293333333333334
16207B,0.8200000000000001,2.285066666666667,1,2.285066666666667
16207B,0.8400000000000001,2.3408,1,2.3408
16207B,0.86,2.396533333333333,1,2.396533333333333
16207B,0.88,2.4522666666666666,1,2.4522666666666666
16207B,0.9,2.508,1,2.508
16207B,0.92,2.5637333333333334,1,2.5637333333333334
16207B,0.9400000000000001,2.619466666666667,1,2.619466666666667
16207B,0.96,2.6752,1,2.6752
16207B,0.98,2.730933333333333,1,2.730933333333333
16207B,1.0,2.7866666666666666,1,2.7866666666666666
16207B,1.02,2.8424,1,2.8424
16207B,1.04,2.8981333333333335,1,2.8981333333333335
16207B,1.06,2.953866666666667,1,2.953866666666667
16207B,1.08,3.0096000000000003,1,3.0096000000000003
16207B,1.1,3.0653333333333337,1,3.0653333333333337
16207B,1.12,3.121066666666667,1,3.121066666666667
16207B,1.1400000000000001,3.1768000000000005,1,3.1768000000000005
16207B,1.16,3.232533333333333,1,3.232533333333333
16207B,1.18,3.2882666666666664,1,3.2882666666666664
16207B,1.2,3.344,1,3.344
16216,0.8,0.1469090909090909,17,2.4974545454545454
16216,0.8200000000000001,0.15058181818181818,16,2.409309090909091
16216,0.8400000000000001,0.15425454545454545,16,2.468072727272727
16216,0.86,0.15792727272727272,16,2.5268363636363635
16216,0.88,0.1616,16,2.5856
16216,0.9,0.16527272727272727,16,2.6443636363636362
16216,0.92,0.16894545454545454,16,2.7031272727272726
16216,0.9400000000000001,0.1726181818181818,16,2.761890909090909
16216,0.96,0.17629090909090908,16,2.8206545454545453
16216,0.98,0.17996363636363635,16,2.8794181818181817
16216,1.0,0.18363636363636363,16,2.938181818181818
16216,1.02,0.1873090909090909,16,2.9969454545454544
16216,1.04,0.19098181818181817,16,3.0557090909090907
16216,1.06,0.19465454545454544,15,2.9198181818181816
16216,1.08,0.19832727272727274,15,2.974909090909091
16216,1.1,0.202,15,3.0300000000000002
